file_name,avg_score,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8
sys2a001-utt631ff7e.wav,4.125,3,3,4,4,4,5,5,5
sys2a001-utt6850d2c.wav,4.0,2,3,4,4,4,5,5,5
sys2a001-utt6f9c7e6.wav,4.625,4,4,4,5,5,5,5,5
sys2a001-utt768f41d.wav,4.125,3,3,4,4,4,5,5,5
sys2a001-utt7993371.wav,4.375,4,4,4,4,4,5,5,5
sys2a001-utt7cf1d4f.wav,4.25,2,3,4,5,5,5,5,5
sys2a001-utt85e3551.wav,4.75,4,4,5,5,5,5,5,5
sys2a001-utt8e39e22.wav,4.75,4,4,5,5,5,5,5,5
sys2a001-utta991731.wav,4.625,3,4,5,5,5,5,5,5
sys2a001-uttb5067a4.wav,4.5,3,4,4,5,5,5,5,5
sys2a001-uttb7af259.wav,4.375,3,4,4,4,5,5,5,5
sys2a001-uttd112915.wav,3.875,3,3,3,4,4,4,5,5
sys2a001-uttd470593.wav,4.0,2,3,4,4,4,5,5,5
sys2a001-uttd56032c.wav,3.625,2,3,3,3,4,4,5,5
sys2a001-uttd7626f1.wav,4.625,3,4,5,5,5,5,5,5
sys2a001-uttdd2b09d.wav,3.75,2,3,3,4,4,4,5,5
sys2a001-utte5d846f.wav,4.75,4,4,5,5,5,5,5,5
sys2a001-utte8e0110.wav,4.375,3,3,4,5,5,5,5,5
sys2a001-uttf3ae3e4.wav,4.125,2,4,4,4,4,5,5,5
sys2a001-uttf7867cd.wav,3.625,1,3,3,4,4,4,5,5
sys2a001-uttfc12fd8.wav,4.125,3,3,4,4,4,5,5,5
sys2fed0-utt135244c.wav,2.375,1,2,2,2,2,3,3,4
sys2fed0-utt15f6b36.wav,2.5,2,2,2,2,3,3,3,3
sys2fed0-utt1c9088c.wav,2.625,1,2,2,3,3,3,3,4
sys2fed0-utt1cf25df.wav,2.625,2,2,2,2,3,3,3,4
sys2fed0-utt24640e6.wav,2.25,1,2,2,2,2,3,3,3
sys2fed0-utt282c914.wav,2.25,1,2,2,2,2,3,3,3
sys2fed0-utt3aa1971.wav,2.375,2,2,2,2,2,2,2,5
sys2fed0-utt4f21495.wav,2.375,1,2,2,2,3,3,3,3
sys2fed0-utt59ab1e6.wav,1.875,1,1,1,2,2,2,3,3
sys2fed0-utt63f1a6b.wav,2.75,2,2,2,3,3,3,3,4
sys2fed0-utt68512ea.wav,2.75,2,2,2,3,3,3,3,4
sys2fed0-utt6ad0821.wav,2.75,2,2,2,2,3,3,4,4
sys2fed0-utt6f18073.wav,2.0,1,2,2,2,2,2,2,3
sys2fed0-utt7de6203.wav,2.25,1,2,2,2,2,3,3,3
sys2fed0-utt819f382.wav,2.25,1,1,2,2,2,3,3,4
sys2fed0-utt82f1efd.wav,2.375,2,2,2,2,2,3,3,3
sys2fed0-utt8d9cba5.wav,1.625,1,1,1,1,2,2,2,3
sys2fed0-utt8dbb03a.wav,2.5,1,1,2,3,3,3,3,4
sys2fed0-utt95d50bd.wav,2.5,1,2,2,2,3,3,3,4
sys2fed0-uttaeccaad.wav,2.625,2,2,2,2,3,3,3,4
sys2fed0-uttb714635.wav,2.375,1,1,2,2,3,3,3,4
sys2fed0-uttbb87e19.wav,1.625,1,1,1,1,2,2,2,3
sys2fed0-uttcb78739.wav,2.125,2,2,2,2,2,2,2,3
sys2fed0-uttcfaa147.wav,1.5,1,1,1,1,1,2,2,3
sys2fed0-uttd83d39b.wav,2.5,1,2,2,2,3,3,3,4
sys2fed0-utte1cd687.wav,1.625,1,1,1,2,2,2,2,2
sys2fed0-uttea6ed8e.wav,2.375,2,2,2,2,2,3,3,3
sys35c79-utt02c1f07.wav,2.125,1,1,2,2,2,3,3,3
sys35c79-utt08c1bd1.wav,2.5,1,2,2,2,3,3,3,4
sys35c79-utt0c1e4c6.wav,2.0,1,1,1,2,2,3,3,3
sys35c79-utt1b8fda3.wav,2.875,2,2,2,3,3,3,4,4
sys35c79-utt26072f4.wav,2.125,1,1,2,2,2,2,3,4
sys35c79-utt2aad1c7.wav,1.75,1,1,2,2,2,2,2,2
sys35c79-utt546bc97.wav,2.0,1,2,2,2,2,2,2,3
sys35c79-utt5ed7e91.wav,2.125,1,2,2,2,2,2,3,3
sys35c79-utt66d566b.wav,2.0,1,1,2,2,2,2,3,3
sys35c79-utt6fe005a.wav,2.5,2,2,2,2,3,3,3,3
sys35c79-utt834bb2b.wav,2.625,2,2,2,2,2,3,3,5
sys35c79-utt9ac3a40.wav,2.375,1,2,2,2,2,3,3,4
sys35c79-utta809511.wav,2.125,1,1,2,2,2,3,3,3
sys35c79-uttc28fe4d.wav,2.0,1,1,1,2,2,3,3,3
sys35c79-uttc90b774.wav,2.5,1,2,2,3,3,3,3,3
sys36d71-utt056dd63.wav,1.875,1,1,1,2,2,2,3,3
sys36d71-utt2bf0337.wav,2.75,2,2,2,2,3,3,4,4
sys36d71-utt3ddae7c.wav,2.5,2,2,2,2,3,3,3,3
sys36d71-utt4a51810.wav,2.375,1,1,2,2,2,3,3,5
sys36d71-utt5021f38.wav,2.375,1,1,2,2,3,3,3,4
sys36d71-utt5477160.wav,1.875,1,1,1,2,2,2,3,3
sys36d71-utt608ecd1.wav,2.375,2,2,2,2,2,2,3,4
sys36d71-utt8e7ba66.wav,1.5,1,1,1,1,1,1,3,3
sys36d71-utt962fad0.wav,2.0,1,1,2,2,2,2,3,3
sys36d71-utt9a1e7c8.wav,1.625,1,1,1,1,2,2,2,3
sys36d71-utta91c330.wav,1.625,1,1,1,2,2,2,2,2
sys36d71-uttb117896.wav,2.125,1,1,2,2,2,2,3,4
sys36d71-uttb15c832.wav,2.25,1,2,2,2,2,2,2,5
sys36d71-uttbf4e13f.wav,1.125,1,1,1,1,1,1,1,2
sys36d71-uttc6c7e25.wav,2.125,1,1,2,2,2,2,3,4
sys36d71-uttdc31f0a.wav,2.125,1,2,2,2,2,2,3,3
sys36d71-utte4f58da.wav,1.75,1,1,1,2,2,2,2,3
sys36d71-utteedff4c.wav,1.625,1,1,1,2,2,2,2,2
sys372fe-utt27870b2.wav,3.125,2,2,2,3,3,4,4,5
sys372fe-utt297e4d4.wav,2.0,1,1,2,2,2,2,2,4
sys372fe-utt2cdfdda.wav,1.5,1,1,1,1,2,2,2,2
sys372fe-utt460be7e.wav,1.875,1,1,2,2,2,2,2,3
sys372fe-utt4e6752c.wav,2.25,1,1,2,2,2,3,3,4
sys372fe-utt7c5409b.wav,2.875,2,2,3,3,3,3,3,4
sys372fe-utt9cc4c80.wav,1.375,1,1,1,1,1,2,2,2
sys372fe-utta8e2b33.wav,2.75,1,2,2,2,3,3,4,5
sys372fe-uttcae479f.wav,2.5,1,2,2,2,2,3,4,4
sys372fe-uttcde2830.wav,2.75,1,2,2,3,3,3,3,5
sys372fe-uttcfce346.wav,3.25,2,3,3,3,3,3,4,5
sys372fe-uttd3a4a4e.wav,2.5,2,2,2,2,3,3,3,3
sys372fe-utte1f8a12.wav,1.875,1,1,1,2,2,2,2,4
sys372fe-utted37aa4.wav,3.125,2,2,2,3,4,4,4,4
sys372fe-uttf7761f0.wav,2.125,1,1,1,1,2,3,3,5
sys38b22-utt01a66af.wav,1.75,1,1,2,2,2,2,2,2
sys38b22-utt206ec90.wav,1.25,1,1,1,1,1,1,2,2
sys38b22-utt339097e.wav,1.875,1,1,2,2,2,2,2,3
sys38b22-utt3993e3b.wav,2.25,1,2,2,2,2,3,3,3
sys38b22-utt3c6d89e.wav,2.75,2,2,2,3,3,3,3,4
sys38b22-utt5252fce.wav,2.125,1,1,1,2,2,2,3,5
sys38b22-utt5adc78c.wav,1.125,1,1,1,1,1,1,1,2
sys38b22-utt5bc6f2d.wav,3.25,2,3,3,3,3,4,4,4
sys38b22-utt6109d16.wav,1.5,1,1,1,1,2,2,2,2
sys38b22-utt697e5e0.wav,1.5,1,1,1,1,2,2,2,2
sys38b22-utt6cf70a7.wav,1.125,1,1,1,1,1,1,1,2
sys38b22-utt6dc0726.wav,1.875,1,1,2,2,2,2,2,3
sys38b22-utt72cd793.wav,1.625,1,1,1,2,2,2,2,2
sys38b22-utt82662bd.wav,1.375,1,1,1,1,1,1,2,3
sys38b22-utt8ec972b.wav,2.5,2,2,2,2,2,3,3,4
sys38b22-utta000856.wav,2.375,1,2,2,2,3,3,3,3
sys38b22-utta22ca02.wav,1.0,1,1,1,1,1,1,1,1
sys38b22-uttb5d6dba.wav,1.5,1,1,1,1,2,2,2,2
sys38b22-uttb8857ed.wav,1.125,1,1,1,1,1,1,1,2
sys38b22-uttbc39827.wav,1.5,1,1,1,1,2,2,2,2
sys38b22-uttbf3cb41.wav,2.125,1,2,2,2,2,2,3,3
sys38b22-uttd00e331.wav,1.625,1,1,1,2,2,2,2,2
sys38b22-uttd9cfc40.wav,1.125,1,1,1,1,1,1,1,2
sys38b22-utte24a5d4.wav,1.875,1,1,1,2,2,2,3,3
sys38b22-utte645da0.wav,1.375,1,1,1,1,1,1,2,3
sys38b22-uttee8a798.wav,1.75,1,1,1,1,2,2,3,3
sys38b22-uttef9071c.wav,1.625,1,1,1,1,2,2,2,3
sys38b22-uttf494ff7.wav,1.625,1,1,1,1,1,2,2,4
sys38b22-uttf654b6d.wav,1.5,1,1,1,1,2,2,2,2
sys38b22-uttfab9797.wav,1.75,1,1,1,1,1,2,2,5
sys3d8c6-utt2416f7c.wav,4.0,3,4,4,4,4,4,4,5
sys3d8c6-utt2b7f4aa.wav,3.875,3,3,4,4,4,4,4,5
sys3d8c6-utt34d2967.wav,3.625,2,3,3,4,4,4,4,5
sys3d8c6-utt370bf3e.wav,3.25,2,2,3,3,3,4,4,5
sys3d8c6-utt48927c8.wav,3.875,2,3,3,4,4,5,5,5
sys3d8c6-utt5122979.wav,3.625,2,3,3,3,4,4,5,5
sys3d8c6-utt52d010e.wav,4.0,3,3,4,4,4,4,5,5
sys3d8c6-utt54675a4.wav,2.625,1,2,2,3,3,3,3,4
sys3d8c6-utt55f164f.wav,3.5,2,3,3,3,4,4,4,5
sys3d8c6-utt61cc766.wav,4.375,3,4,4,4,5,5,5,5
sys3d8c6-utt678aa99.wav,3.75,3,3,3,4,4,4,4,5
sys3d8c6-utt69174f9.wav,4.375,3,4,4,4,5,5,5,5
sys3d8c6-utt695fd21.wav,4.0,3,3,4,4,4,4,5,5
sys3d8c6-utt6bf88e3.wav,4.25,2,3,4,5,5,5,5,5
sys3d8c6-utt74da18f.wav,3.625,3,3,3,3,3,4,5,5
sys3d8c6-utt78693e7.wav,3.0,2,2,2,3,3,4,4,4
sys3d8c6-utt7f95ce5.wav,4.25,3,4,4,4,4,5,5,5
sys3d8c6-utt86fd3c1.wav,3.125,3,3,3,3,3,3,3,4
sys3d8c6-utt8d04a02.wav,4.375,4,4,4,4,4,5,5,5
sys3d8c6-utt98e3fb0.wav,4.375,3,4,4,4,5,5,5,5
sys3d8c6-utt991964b.wav,3.875,2,3,4,4,4,4,5,5
sys3d8c6-utt9c990bd.wav,3.25,2,3,3,3,3,4,4,4
sys3d8c6-utta55dd2c.wav,4.125,2,4,4,4,4,5,5,5
sys3d8c6-uttbe23649.wav,4.125,3,4,4,4,4,4,5,5
sys3d8c6-uttc6cecb0.wav,4.75,3,5,5,5,5,5,5,5
sys3d8c6-uttc78ff20.wav,3.625,3,3,3,4,4,4,4,4
sys3d8c6-uttca6ecb3.wav,3.25,2,3,3,3,3,4,4,4
sys3d8c6-uttce8daa5.wav,3.75,2,3,3,4,4,4,5,5
sys3d8c6-utte89d94e.wav,3.625,2,3,3,4,4,4,4,5
sys3d8c6-utte95dcd6.wav,3.375,3,3,3,3,3,4,4,4
sys3d8c6-uttea6f13d.wav,3.625,3,3,3,3,4,4,4,5
sys4017d-utt1e96f21.wav,3.375,1,2,3,3,4,4,5,5
sys4017d-utt2112200.wav,4.375,4,4,4,4,4,5,5,5
sys4017d-utt2805b79.wav,2.75,2,2,2,3,3,3,3,4
sys4017d-utt32d86c4.wav,3.625,3,3,3,4,4,4,4,4
sys4017d-utt4413fd2.wav,3.75,3,3,3,4,4,4,4,5
sys4017d-utt6163e99.wav,4.125,2,3,4,4,5,5,5,5
sys4017d-utt7b1349a.wav,3.625,3,3,3,4,4,4,4,4
sys4017d-utt89eaa75.wav,3.375,2,2,3,3,3,4,5,5
sys4017d-utt8e409f7.wav,4.0,2,4,4,4,4,4,5,5
sys4017d-utt9625747.wav,2.375,2,2,2,2,2,3,3,3
sys4017d-uttb8d822a.wav,3.875,3,3,3,4,4,4,5,5
sys4017d-uttc24cdde.wav,3.5,2,2,3,3,4,4,5,5
sys4017d-uttcc32731.wav,4.125,3,4,4,4,4,4,5,5
sys4017d-uttcf53f8e.wav,4.5,4,4,4,4,5,5,5,5
sys4017d-uttdd6b508.wav,4.0,2,3,3,4,5,5,5,5
sys433f2-utt07fdcca.wav,3.75,3,3,3,4,4,4,4,5
sys433f2-utt0d74b94.wav,3.25,2,3,3,3,3,4,4,4
sys433f2-utt1078eb1.wav,4.0,3,3,4,4,4,4,5,5
sys433f2-utt13c450c.wav,3.5,2,3,3,3,3,4,5,5
sys433f2-utt187a034.wav,3.875,3,3,3,4,4,4,5,5
sys433f2-utt21ecbc4.wav,4.0,3,3,4,4,4,4,5,5
sys433f2-utt3134bda.wav,3.625,3,3,3,4,4,4,4,4
sys433f2-utt492a628.wav,3.625,2,3,4,4,4,4,4,4
sys433f2-utt4f7d97a.wav,3.875,2,3,3,4,4,5,5,5
sys433f2-utt50fc704.wav,3.75,3,3,3,4,4,4,4,5
sys433f2-utt5913fb3.wav,3.875,3,3,4,4,4,4,4,5
sys433f2-utt5afbb5c.wav,4.25,4,4,4,4,4,4,5,5
sys433f2-utt5fc5d6e.wav,3.625,3,3,3,3,4,4,4,5
sys433f2-utt645dd10.wav,3.75,2,2,4,4,4,4,5,5
sys433f2-utt6e737cb.wav,4.25,2,4,4,4,5,5,5,5
sys433f2-utt786dd29.wav,4.125,3,4,4,4,4,4,5,5
sys433f2-utt8416952.wav,2.875,1,2,3,3,3,3,4,4
sys433f2-utt8e0439c.wav,4.0,3,3,4,4,4,4,5,5
sys433f2-utt98bb2aa.wav,3.125,1,3,3,3,3,4,4,4
sys433f2-utt9b84a3f.wav,3.875,3,3,4,4,4,4,4,5
sys433f2-utta80b6bd.wav,3.0,2,2,2,3,3,4,4,4
sys433f2-uttab23733.wav,3.0,2,2,3,3,3,3,4,4
sys433f2-uttac7ba04.wav,3.125,2,2,3,3,3,4,4,4
sys433f2-uttada0224.wav,3.875,3,3,4,4,4,4,4,5
sys433f2-uttbeeff92.wav,3.75,2,3,3,4,4,4,5,5
sys433f2-uttc368e93.wav,3.875,3,3,4,4,4,4,4,5
sys433f2-uttce7d860.wav,3.5,2,2,3,4,4,4,4,5
sys433f2-uttd06c2f7.wav,4.0,3,3,4,4,4,4,5,5
sys433f2-uttd30c6cd.wav,2.5,1,2,2,2,3,3,3,4
sys433f2-uttd496a98.wav,3.5,2,3,3,3,4,4,4,5
sys433f2-uttda63e40.wav,3.375,2,2,3,3,4,4,4,5
sys433f2-utted97a28.wav,3.375,2,2,3,3,4,4,4,5
sys433f2-uttf393fbf.wav,4.0,2,3,3,4,5,5,5,5
sys433f2-uttf959163.wav,4.125,3,4,4,4,4,4,5,5
sys433f2-uttfdcd38c.wav,3.0,1,2,2,3,4,4,4,4
sys433f2-uttfdd4e0f.wav,3.25,2,2,3,3,3,4,4,5
sys4a150-utt0572f6c.wav,2.875,1,2,3,3,3,3,4,4
sys4a150-utt08a4a0b.wav,3.125,2,2,2,3,4,4,4,4
sys4a150-utt1dd9930.wav,2.5,2,2,2,2,3,3,3,3
sys4a150-utt264b9da.wav,2.75,2,2,2,3,3,3,3,4
sys4a150-utt29716c4.wav,1.875,1,1,2,2,2,2,2,3
sys4a150-utt3d4f11c.wav,3.25,2,3,3,3,3,3,4,5
sys4a150-utt3e0d26e.wav,3.125,1,2,3,3,4,4,4,4
sys4a150-utt47b9264.wav,2.875,2,2,2,3,3,3,4,4
sys4a150-utt4e27cda.wav,2.75,1,2,2,3,3,3,4,4
sys4a150-utt52c4beb.wav,3.25,3,3,3,3,3,3,4,4
sys4a150-utt55e6de0.wav,1.875,1,1,1,1,2,2,3,4
sys4a150-utt6bb158c.wav,2.625,2,2,2,3,3,3,3,3
sys4a150-utt75dad9d.wav,2.875,2,2,3,3,3,3,3,4
sys4a150-utt7b2c82b.wav,3.125,2,3,3,3,3,3,4,4
sys4a150-utt7e6ea4e.wav,2.0,1,2,2,2,2,2,2,3
sys4a150-utt843b9c7.wav,2.5,1,2,2,2,3,3,3,4
sys4a150-utt85bc7c3.wav,2.75,1,2,2,2,3,4,4,4
sys4a150-utt8c001db.wav,2.25,1,2,2,2,2,3,3,3
sys4a150-utt8e6169a.wav,3.5,2,3,3,3,4,4,4,5
sys4a150-utt927cfce.wav,2.125,1,1,1,2,2,3,3,4
sys4a150-utt9fbd565.wav,2.875,2,2,2,3,3,3,4,4
sys4a150-uttaea2451.wav,2.75,2,2,2,2,3,3,4,4
sys4a150-uttafce776.wav,2.875,2,2,2,3,3,3,4,4
sys4a150-uttbc9a9ff.wav,3.125,2,2,3,3,3,4,4,4
sys4a150-uttc6b9106.wav,3.0,2,2,3,3,3,3,4,4
sys4a150-uttcef19ab.wav,2.5,1,2,2,2,3,3,3,4
sys4a150-uttddcc443.wav,2.375,1,2,2,2,2,3,3,4
sys4a150-utte27309d.wav,2.75,1,2,2,2,3,4,4,4
sys4a150-utte2ad903.wav,3.0,2,2,3,3,3,3,4,4
sys4a150-uttf821835.wav,2.625,2,2,2,3,3,3,3,3
sys4a150-uttf9d5315.wav,2.25,1,2,2,2,2,2,3,4
sys4a150-uttffea80d.wav,2.375,1,2,2,2,3,3,3,3
sys50848-utt3061fd3.wav,3.0,2,2,3,3,3,3,4,4
sys50848-utt3a923f0.wav,2.375,1,2,2,2,3,3,3,3
sys50848-utt3b002ea.wav,2.625,1,2,2,2,3,3,4,4
sys50848-utt416ee9f.wav,2.75,1,2,2,3,3,3,4,4
sys50848-utt530ec52.wav,2.375,1,1,2,2,2,3,3,5
sys50848-utt697283c.wav,1.5,1,1,1,1,1,2,2,3
sys50848-utt703a255.wav,2.875,1,2,3,3,3,3,4,4
sys50848-uttae949af.wav,3.0,2,2,2,3,3,3,4,5
sys50848-uttb29f103.wav,3.25,3,3,3,3,3,3,4,4
sys50848-uttc162734.wav,2.5,2,2,2,2,2,3,3,4
sys50848-uttc7afa53.wav,3.5,2,3,3,4,4,4,4,4
sys50848-uttcd27f47.wav,2.625,2,2,2,3,3,3,3,3
sys50848-utte9b6436.wav,2.75,1,2,3,3,3,3,3,4
sys50848-uttf4152b7.wav,2.125,1,2,2,2,2,2,2,4
sys50848-uttf5dea8b.wav,2.75,2,2,2,3,3,3,3,4
sys50848-uttf643561.wav,2.75,2,2,2,3,3,3,3,4
sys50bf1-utt142beb9.wav,1.0,1,1,1,1,1,1,1,1
sys50bf1-utt32628b2.wav,1.0,1,1,1,1,1,1,1,1
sys50bf1-utt3496f14.wav,1.75,1,1,1,1,2,2,3,3
sys50bf1-utt3b8b0ea.wav,1.875,1,1,2,2,2,2,2,3
sys50bf1-utt4c8bb71.wav,1.5,1,1,1,1,2,2,2,2
sys50bf1-utt4d6517c.wav,1.25,1,1,1,1,1,1,1,3
sys50bf1-utt657e7f0.wav,1.5,1,1,1,1,1,2,2,3
sys50bf1-utt786bf4d.wav,1.375,1,1,1,1,1,1,2,3
sys50bf1-utt7db5e10.wav,1.5,1,1,1,1,1,2,2,3
sys50bf1-utt843d1ba.wav,2.375,1,2,2,2,2,3,3,4
sys50bf1-utt878012c.wav,1.5,1,1,1,1,1,2,2,3
sys50bf1-utt9c22fc7.wav,1.125,1,1,1,1,1,1,1,2
sys50bf1-uttd1e5cd1.wav,1.875,1,1,1,1,2,3,3,3
sys50bf1-uttf38a366.wav,1.625,1,1,1,2,2,2,2,2
sys50bf1-uttf8f73a6.wav,1.625,1,1,1,1,1,2,2,4
sys50bf1-uttfd64a0c.wav,1.75,1,1,1,1,1,2,3,4
sys50bf1-uttfe436a2.wav,2.25,1,1,2,2,3,3,3,3
sys50c71-utt06c948e.wav,2.625,1,2,2,2,2,4,4,4
sys50c71-utt11e7287.wav,2.375,1,2,2,2,2,3,3,4
sys50c71-utt1430608.wav,2.875,2,2,2,3,3,3,4,4
sys50c71-utt15f15ac.wav,1.5,1,1,1,1,1,2,2,3
sys50c71-utt35e4782.wav,2.25,1,1,2,2,2,3,3,4
sys50c71-utt3afc0a6.wav,1.375,1,1,1,1,1,2,2,2
sys50c71-utt40f41ff.wav,2.375,1,2,2,2,2,3,3,4
sys50c71-utt44d5d3d.wav,2.75,2,2,2,3,3,3,3,4
sys50c71-utt4754dfc.wav,3.25,2,3,3,3,3,4,4,4
sys50c71-utt5cabbc5.wav,1.625,1,1,1,1,1,2,3,3
sys50c71-utt64a6f06.wav,2.125,1,1,1,2,2,3,3,4
sys50c71-utt6be201c.wav,1.875,1,1,1,2,2,2,3,3
sys50c71-utt70c23f5.wav,1.375,1,1,1,1,1,1,2,3
sys50c71-utt7839f2e.wav,2.125,1,1,2,2,2,2,3,4
sys50c71-utt8db0f7d.wav,2.625,2,2,2,3,3,3,3,3
sys50c71-utt8ea4bcf.wav,2.75,2,2,3,3,3,3,3,3
sys50c71-utt96d53ef.wav,1.375,1,1,1,1,1,2,2,2
sys50c71-utt98d20dc.wav,2.875,2,2,3,3,3,3,3,4
sys50c71-utt9dd2de6.wav,2.125,1,2,2,2,2,2,3,3
sys50c71-utta94c41c.wav,1.875,1,1,1,2,2,2,3,3
sys50c71-uttab44811.wav,2.0,1,1,2,2,2,2,2,4
sys50c71-uttc1fb9da.wav,2.0,1,1,2,2,2,2,3,3
sys50c71-uttded5c21.wav,1.25,1,1,1,1,1,1,2,2
sys50c71-utte23c895.wav,2.5,2,2,2,2,2,3,3,4
sys50c71-uttf9cf98c.wav,1.75,1,1,2,2,2,2,2,2
sys50c71-uttfaca8ee.wav,2.625,2,2,2,2,2,3,4,4
sys50c71-uttfb2c5ca.wav,1.25,1,1,1,1,1,1,2,2
sys520c6-utt58e104c.wav,2.375,2,2,2,2,2,3,3,3
sys520c6-utt7947c18.wav,2.25,2,2,2,2,2,2,3,3
sys520c6-utt7bece52.wav,3.125,1,2,2,2,3,5,5,5
sys520c6-utt85786cf.wav,2.625,1,2,2,2,2,3,4,5
sys520c6-utt8f1874c.wav,1.5,1,1,1,1,2,2,2,2
sys520c6-utt95fc617.wav,1.25,1,1,1,1,1,1,2,2
sys520c6-utt9e696a0.wav,2.25,2,2,2,2,2,2,3,3
sys520c6-utta6105c1.wav,1.875,1,1,2,2,2,2,2,3
sys520c6-uttb26d6aa.wav,2.625,2,2,2,3,3,3,3,3
sys520c6-uttc0dc138.wav,1.875,1,1,1,2,2,2,3,3
sys520c6-uttd7b35a9.wav,1.75,1,1,1,2,2,2,2,3
sys520c6-uttdc0d4cb.wav,2.0,1,1,1,2,2,3,3,3
sys520c6-utteac10de.wav,2.625,1,2,2,3,3,3,3,4
sys520c6-uttf8d14dd.wav,1.75,1,1,1,2,2,2,2,3
sys520c6-uttf92aa5e.wav,2.375,1,2,2,2,2,3,3,4
sys53b38-utt0c41bb3.wav,3.5,3,3,3,3,3,4,4,5
sys53b38-utt0f93547.wav,3.25,2,3,3,3,3,4,4,4
sys53b38-utt15a1bba.wav,3.25,2,2,3,3,4,4,4,4
sys53b38-utt23e0c7c.wav,3.125,1,2,3,3,4,4,4,4
sys53b38-utt2ec5568.wav,3.125,2,3,3,3,3,3,3,5
sys53b38-utt4186293.wav,3.5,3,3,3,3,4,4,4,4
sys53b38-utt4259905.wav,3.375,3,3,3,3,3,4,4,4
sys53b38-utt4676982.wav,4.25,3,4,4,4,4,5,5,5
sys53b38-utt47d735c.wav,3.125,2,3,3,3,3,3,4,4
sys53b38-utt4b0f18b.wav,3.25,2,3,3,3,3,4,4,4
sys53b38-utt4b7ef08.wav,2.5,2,2,2,2,3,3,3,3
sys53b38-utt537c4c5.wav,2.625,1,2,2,2,3,3,4,4
sys53b38-utt563e088.wav,4.0,3,3,4,4,4,4,5,5
sys53b38-utt5dd1e78.wav,3.625,3,3,3,3,4,4,4,5
sys53b38-utt61dbe9b.wav,3.875,3,3,3,4,4,4,5,5
sys53b38-utt68f4144.wav,3.75,3,3,4,4,4,4,4,4
sys53b38-utt6c40be2.wav,3.25,2,3,3,3,3,4,4,4
sys53b38-utt7b685c6.wav,2.75,2,2,3,3,3,3,3,3
sys53b38-utt7c50d81.wav,4.125,3,3,4,4,4,5,5,5
sys53b38-utt86f9fb2.wav,4.0,3,3,3,4,4,5,5,5
sys53b38-utt88de1d9.wav,3.5,2,3,3,3,4,4,4,5
sys53b38-utt9115bd2.wav,3.625,3,3,3,4,4,4,4,4
sys53b38-uttaa4c8a4.wav,4.0,3,3,3,4,4,5,5,5
sys53b38-uttb7bfcb9.wav,3.125,1,3,3,3,3,4,4,4
sys53b38-uttbdcce38.wav,3.25,3,3,3,3,3,3,4,4
sys53b38-uttc384a94.wav,3.5,2,3,3,3,4,4,4,5
sys53b38-uttc4afc57.wav,3.625,2,3,3,4,4,4,4,5
sys53b38-uttd4f2c06.wav,3.0,2,2,3,3,3,3,4,4
sys53b38-utte207a8c.wav,2.5,1,2,2,3,3,3,3,3
sys53b38-utte354d7a.wav,3.75,3,3,3,4,4,4,4,5
sys53b38-uttf8ed714.wav,3.25,2,2,3,3,4,4,4,4
sys541b0-utt05a6a67.wav,3.125,2,2,3,3,3,4,4,4
sys541b0-utt0e99daa.wav,3.125,2,2,3,3,3,4,4,4
sys541b0-utt212a50f.wav,3.375,3,3,3,3,3,4,4,4
sys541b0-utt38570a0.wav,3.5,2,3,3,3,4,4,4,5
sys541b0-utt54f4141.wav,4.0,3,3,4,4,4,4,5,5
sys541b0-utt5cc828c.wav,3.5,3,3,3,3,4,4,4,4
sys541b0-utt65af73b.wav,2.75,1,2,2,3,3,3,4,4
sys541b0-utt6670099.wav,3.25,3,3,3,3,3,3,4,4
sys541b0-utt66b5162.wav,2.875,2,2,2,3,3,3,4,4
sys541b0-utt68e321c.wav,3.25,2,2,3,3,4,4,4,4
sys541b0-utt6914783.wav,2.875,2,2,2,3,3,3,4,4
sys541b0-utt6a40850.wav,3.625,3,3,3,3,4,4,4,5
sys541b0-utt6d442c9.wav,4.0,3,4,4,4,4,4,4,5
sys541b0-utt72fd5e2.wav,2.625,2,2,2,2,3,3,3,4
sys541b0-utt74ca989.wav,3.25,2,2,3,3,3,4,4,5
sys541b0-utt80e1684.wav,2.625,1,2,2,3,3,3,3,4
sys541b0-utt838120c.wav,3.125,2,2,3,3,3,4,4,4
sys541b0-utt90a5858.wav,3.875,3,3,3,4,4,4,5,5
sys541b0-utt915d005.wav,2.625,2,2,2,3,3,3,3,3
sys541b0-utt98019c7.wav,3.75,2,3,3,4,4,4,5,5
sys541b0-utt9f07353.wav,2.5,1,2,2,2,3,3,3,4
sys541b0-utta32b361.wav,3.875,3,3,3,4,4,4,5,5
sys541b0-utta680481.wav,3.625,3,3,3,3,3,4,5,5
sys541b0-uttb6565d9.wav,3.625,3,3,3,3,4,4,4,5
sys541b0-uttbaad7af.wav,4.125,2,4,4,4,4,5,5,5
sys541b0-uttbb0389b.wav,3.625,3,3,3,4,4,4,4,4
sys541b0-uttf174501.wav,2.0,1,2,2,2,2,2,2,3
sys541b0-uttf29e9b3.wav,2.875,2,2,2,3,3,3,4,4
sys541b0-uttf91fe68.wav,3.75,3,3,3,4,4,4,4,5
sys541b0-uttfe0ae32.wav,3.375,1,3,3,4,4,4,4,4
sys541b0-uttfe81a47.wav,3.25,2,2,2,3,3,4,5,5
