file_name,label,sigma
0998.png,34.697266,3.0
0999.png,41.69759,2.77
1000.png,49.002277,1.68
1001.png,91.197914,2.93
1002.png,46.567383,2.11
1003.png,22.02474,0.98
1004.png,38.100586,2.01
1005.png,39.78841,1.29
1006.png,33.09245,3.17
1007.png,44.187824,0.93
1008.png,65.9082,1.58
1009.png,31.736654,2.73
1010.png,60.512695,0.3
1011.png,72.65951,1.34
1012.png,13.64095,1.59
1013.png,78.52539,2.69
1014.png,31.930338,1.41
1015.png,63.33496,0.64
1016.png,60.872395,0.93
1017.png,59.23991,3.09
1018.png,82.89713,2.85
1019.png,53.45703,1.18
1020.png,51.520184,3.37
1021.png,23.048502,3.34
1022.png,65.493164,2.0
1023.png,81.09863,3.6
1024.png,50.994465,1.55
1025.png,16.463217,0.11
1026.png,55.670574,1.04
1027.png,44.658203,2.31
1028.png,56.61133,2.22
1029.png,38.045246,1.24
1030.png,39.677734,0.01
1031.png,41.0612,1.23
1032.png,80.379234,2.03
1033.png,39.45638,3.23
1034.png,76.450195,0.33
1035.png,57.3584,0.9
1036.png,75.066734,1.55
1037.png,24.957682,2.71
1038.png,58.7972,1.51
1039.png,21.582031,1.1
1040.png,29.882812,2.61
1041.png,63.860676,2.36
1042.png,37.381184,3.99
1043.png,51.354168,0.99
1044.png,58.49284,2.12
1045.png,40.397137,0.55
1046.png,52.29492,1.55
1047.png,88.07129,1.76
1048.png,37.049152,2.69
1049.png,48.670246,2.14
1050.png,83.39518,4.0
1051.png,61.757812,1.67
1052.png,80.268555,2.18
1053.png,47.508137,2.29
1054.png,48.91927,2.27
1055.png,16.131186,3.02
1056.png,17.542318,2.9
1057.png,61.92383,2.25
1058.png,51.769207,1.62
1059.png,68.97949,1.05
1060.png,44.243164,3.18
1061.png,69.643555,3.49
1062.png,59.95931,2.45
1063.png,66.76595,2.97
1064.png,70.25228,1.94
1065.png,21.914062,1.3
1066.png,50.994465,1.35
1067.png,30.71289,2.57
1068.png,42.804363,3.17
1069.png,73.2959,3.32
1070.png,63.611652,0.13
1071.png,50.441082,3.45
1072.png,46.484375,1.85
1073.png,68.56445,1.51
1074.png,56.749676,4.0
1075.png,91.3916,2.35
1076.png,63.224285,3.5
1077.png,94.96094,0.96
1078.png,55.144855,2.21
1079.png,57.74577,4.0
1080.png,64.05436,1.59
1081.png,39.124348,3.36
1082.png,83.33984,2.75
1083.png,39.345703,2.08
1084.png,89.67611,0.78
1085.png,29.716797,3.13
1086.png,81.62435,2.91
1087.png,90.28483,4.0
1088.png,17.016602,3.22
1089.png,28.194986,0.01
1090.png,61.232098,1.23
1091.png,73.793945,1.82
1092.png,55.891926,1.91
1093.png,57.524414,4.0
1094.png,61.342773,1.01
1095.png,82.5651,4.0
1096.png,54.75749,3.48
1097.png,36.966145,1.63
1098.png,65.41016,1.92
1099.png,46.069336,0.83
1100.png,89.34408,1.49
1101.png,56.832684,2.21
1102.png,63.639324,2.6
1103.png,55.864258,3.65
1104.png,50.717773,0.94
1105.png,60.540363,2.35
1106.png,18.427734,1.38
1107.png,42.001953,3.25
1108.png,56.971027,3.3
1109.png,80.46224,1.83
1110.png,49.915363,3.35
1111.png,50.607098,3.41
1112.png,70.390625,3.23
1113.png,47.646484,2.85
1114.png,48.64258,2.48
1115.png,91.80664,0.59
1116.png,28.361002,2.23
1117.png,46.069336,2.2
1118.png,42.195637,2.03
1119.png,36.993816,1.36
1120.png,67.90039,1.47
1121.png,75.4541,2.01
1122.png,20.226236,1.08
1123.png,71.442055,1.89
1124.png,17.09961,1.64
1125.png,60.872395,3.59
1126.png,64.220375,1.1
1127.png,14.8307295,2.88
1128.png,54.34245,1.52
1129.png,59.5166,3.81
1130.png,51.132812,0.11
1131.png,44.602863,2.1
1132.png,42.1403,1.17
1133.png,84.308266,1.22
1134.png,79.632164,2.19
1135.png,59.54427,0.92
1136.png,24.099936,2.17
1137.png,59.98698,2.73
1138.png,43.828125,2.91
1139.png,65.5485,2.17
1140.png,73.2959,2.1
1141.png,54.95117,0.86
1142.png,49.832355,3.06
1143.png,45.98633,1.13
1144.png,56.445312,0.18
1145.png,73.10221,3.05
1146.png,65.32715,1.16
1147.png,56.749676,0.12
1148.png,49.887695,3.93
1149.png,70.33529,3.46
1150.png,48.338215,4.0
1151.png,67.9834,1.99
1152.png,31.570639,4.0
1153.png,26.368814,3.09
1154.png,82.8418,1.01
1155.png,50.441082,2.46
1156.png,49.472656,1.28
1157.png,24.376627,2.85
1158.png,51.381836,1.77
1159.png,65.714516,3.75
1160.png,50.80078,2.45
1161.png,69.72656,3.62
1162.png,44.243164,2.36
1163.png,78.3317,1.87
1164.png,47.314453,0.72
1165.png,49.943035,0.93
1166.png,33.175457,1.26
1167.png,47.286785,0.92
1168.png,35.7487,1.34
1169.png,37.049152,1.39
1170.png,38.543293,3.25
1171.png,72.07845,2.33
1172.png,44.187824,2.37
1173.png,34.420574,2.57
1174.png,74.40267,2.34
1175.png,86.82617,2.89
1176.png,85.7194,2.71
1177.png,76.58854,2.56
1178.png,22.633463,1.15
1179.png,73.60026,1.52
1180.png,40.64616,3.16
1181.png,70.97168,3.3
1182.png,15.245769,1.81
1183.png,46.152344,1.52
1184.png,52.488605,2.26
1185.png,34.53125,4.0
1186.png,23.795572,3.58
1187.png,56.05794,2.6
1188.png,32.594402,1.66
1189.png,36.883137,0.24
1190.png,45.764973,0.64
1191.png,46.954754,1.97
1192.png,85.22135,2.78
1193.png,78.88509,2.85
1194.png,46.899414,3.79
1195.png,45.322266,0.63
1196.png,39.56706,0.75
1197.png,42.942707,1.49
1198.png,61.09375,3.09
1199.png,53.208008,1.01
1200.png,70.72266,2.72
1201.png,66.95963,3.16
1202.png,35.776367,2.62
1203.png,59.21224,0.84
1204.png,49.72168,2.53
1205.png,45.294598,2.34
1206.png,38.377277,1.4
1207.png,62.698566,1.76
1208.png,69.007164,0.57
1209.png,56.86035,1.41
1210.png,60.042316,3.36
1211.png,44.07715,0.13
1212.png,92.96875,1.53
1213.png,21.166992,1.19
1214.png,55.283203,1.1
1215.png,21.360678,1.65
1216.png,58.741863,2.63
1217.png,76.20117,1.88
1218.png,55.72591,1.73
1219.png,10.708008,1.96
1220.png,58.465168,1.98
1221.png,26.202799,1.1
1222.png,32.760418,2.76
1223.png,65.13346,2.17
1224.png,63.611652,3.0
1225.png,43.883465,1.56
1226.png,70.52897,1.89
1227.png,36.44043,2.94
1228.png,45.792645,0.54
1229.png,78.44238,2.52
1230.png,85.885414,3.23
1231.png,44.492188,3.94
1232.png,85.38737,0.44
1233.png,35.250652,1.56
1234.png,47.674152,0.4
1235.png,59.073895,1.09
1236.png,46.899414,0.64
1237.png,31.625977,2.0
1238.png,60.81706,2.97
1239.png,50.10905,2.76
1240.png,80.48991,1.53
1241.png,61.78548,0.18
1242.png,37.685547,3.07
1243.png,47.591145,2.24
1244.png,41.80827,2.85
1245.png,33.45215,2.76
1246.png,35.527344,0.01
1247.png,55.753582,1.91
1248.png,35.36133,2.22
1249.png,51.90755,1.97
1250.png,77.916664,1.75
1251.png,66.07422,2.49
1252.png,62.53255,2.26
1253.png,68.61979,3.07
1254.png,43.828125,1.77
1255.png,78.359375,1.4
1256.png,50.690105,1.51
1257.png,89.64844,2.3
1258.png,55.03418,3.13
1259.png,43.883465,1.97
1260.png,42.749023,0.77
1261.png,41.891277,2.69
1262.png,54.812824,2.92
1263.png,50.966797,4.0
1264.png,54.67448,1.51
1265.png,80.73893,4.0
1266.png,82.59277,2.55
1267.png,18.151041,1.73
1268.png,31.404623,2.18
1269.png,68.370766,2.45
1270.png,61.78548,1.12
1271.png,72.02311,1.45
1272.png,20.917969,1.93
1273.png,35.776367,0.23
1274.png,68.31543,3.46
1275.png,76.339516,1.35
1276.png,41.088867,3.06
1277.png,49.77702,3.35
1278.png,71.663414,1.59
1279.png,77.28027,0.56
1280.png,41.835938,0.51
1281.png,40.092773,0.81
1282.png,78.08268,0.46
1283.png,30.270182,2.96
1284.png,70.33529,0.56
1285.png,63.722332,2.06
1286.png,70.94401,2.11
1287.png,40.839844,4.0
1288.png,64.773766,3.29
1289.png,17.210287,2.34
1290.png,61.979168,1.89
1291.png,81.0433,1.61
1292.png,69.58822,3.1
1293.png,52.460938,0.18
1294.png,90.146484,1.95
1295.png,63.916016,2.2
1296.png,18.815104,0.67
1297.png,35.7487,2.89
1298.png,47.48047,0.53
1299.png,43.71745,3.49
1300.png,28.748373,1.59
1301.png,34.420574,2.5
1302.png,83.09082,1.83
1303.png,53.429363,2.82
1304.png,51.90755,3.09
1305.png,84.91699,0.01
1306.png,36.689453,1.1
1307.png,11.897786,0.38
1308.png,38.29427,1.99
1309.png,71.2207,2.12
1310.png,58.243816,1.56
1311.png,65.02279,1.07
1312.png,41.00586,1.17
1313.png,59.848633,2.3
1314.png,81.20931,2.21
1315.png,36.1084,4.0
1316.png,74.56869,1.82
1317.png,22.38444,2.59
1318.png,72.35514,2.58
1319.png,48.531902,0.93
1320.png,65.1058,1.84
1321.png,49.860027,1.86
1322.png,32.760418,0.13
1323.png,44.602863,2.46
1324.png,77.58463,0.82
1325.png,67.92806,3.14
1326.png,28.582357,2.41
1327.png,57.33073,0.88
1328.png,35.63802,1.5
1329.png,45.820312,2.01
1330.png,72.77018,2.37
1331.png,67.81738,1.23
1332.png,53.041992,0.54
1333.png,46.7334,2.43
1334.png,75.4541,1.47
1335.png,29.60612,1.14
1336.png,59.156902,2.85
1337.png,67.23633,2.04
1338.png,90.83822,1.41
1339.png,77.612305,3.11
1340.png,36.71712,3.67
1341.png,43.27474,2.89
1342.png,73.489586,2.79
1343.png,41.00586,0.99
1344.png,40.784504,2.09
1345.png,65.32715,3.44
1346.png,41.974285,2.43
1347.png,36.246746,1.54
1348.png,37.60254,3.52
1349.png,49.915363,1.89
1350.png,75.813805,1.92
1351.png,51.29883,2.42
1352.png,33.83952,1.85
1353.png,12.312825,0.57
1354.png,27.835287,4.0
1355.png,76.28418,0.67
1356.png,36.468098,2.1
1357.png,57.994793,2.03
1358.png,42.416992,1.32
1359.png,22.937826,3.06
1360.png,15.882161,2.86
1361.png,32.041016,3.58
1362.png,31.210938,1.66
1363.png,30.242514,1.03
1364.png,53.45703,0.33
1365.png,81.126305,1.32
1366.png,7.6367188,0.58
1367.png,79.964195,3.26
1368.png,29.744467,1.94
1369.png,68.23242,1.51
1370.png,70.501305,2.79
1371.png,49.168293,2.13
1372.png,65.714516,1.72
1373.png,25.40039,1.87
1374.png,71.137695,0.88
1375.png,58.409832,1.82
1376.png,67.78971,3.17
1377.png,48.006184,0.95
1378.png,16.435547,1.01
1379.png,69.36686,1.34
1380.png,51.381836,2.69
1381.png,82.509766,2.34
1382.png,59.54427,3.43
1383.png,45.737305,0.82
1384.png,43.496094,3.37
1385.png,31.349283,2.95
1386.png,84.05924,4.0
1387.png,51.105145,2.07
1388.png,45.10091,2.31
1389.png,54.093426,2.48
1390.png,75.260414,2.77
1391.png,37.51953,2.53
1392.png,54.61914,1.76
1393.png,40.97819,1.48
1394.png,52.571613,1.42
1395.png,35.139973,3.44
1396.png,61.78548,2.3
1397.png,83.976234,3.44
1398.png,41.39323,2.36
1399.png,57.386066,1.56
1400.png,46.346027,1.67
1401.png,60.595703,1.97
1402.png,75.56478,0.5
1403.png,61.730145,2.09
1404.png,53.92741,4.0
1405.png,56.417645,0.71
1406.png,54.176434,2.76
1407.png,29.24642,2.24
1408.png,63.69466,3.74
1409.png,40.895184,1.27
1410.png,50.911457,2.44
1411.png,38.487957,1.76
1412.png,22.273764,0.19
1413.png,80.379234,1.0
1414.png,69.228516,2.99
1415.png,77.77832,3.59
1416.png,38.902996,3.25
1417.png,60.983074,2.01
1418.png,31.017252,3.61
1419.png,42.721355,1.01
1420.png,32.89876,3.41
1421.png,35.36133,0.12
1422.png,83.06315,2.69
1423.png,58.49284,1.99
1424.png,72.52116,1.35
1425.png,52.29492,0.6
1426.png,48.83626,2.61
1427.png,40.59082,1.0
1428.png,59.95931,0.53
1429.png,53.733723,0.97
1430.png,73.26823,2.11
1431.png,42.416992,1.5
1432.png,88.37565,2.42
1433.png,69.947914,2.49
1434.png,76.64388,1.51
1435.png,66.21256,1.18
1436.png,59.488934,2.48
1437.png,40.701496,2.08
1438.png,36.302082,2.72
1439.png,65.825195,1.65
1440.png,61.398113,2.43
1441.png,67.87272,1.97
1442.png,59.5166,3.66
1443.png,65.79752,3.35
1444.png,23.850912,1.44
1445.png,28.886719,1.43
1446.png,64.026695,1.99
1447.png,64.30338,1.08
1448.png,60.042316,1.12
1449.png,8.854167,4.0
1450.png,92.802734,0.01
1451.png,34.088543,1.91
1452.png,36.634113,1.92
1453.png,58.16081,1.81
1454.png,48.448895,1.23
1455.png,77.14193,2.38
1456.png,34.25456,2.24
1457.png,54.25944,2.99
1458.png,32.56673,0.23
1459.png,63.999023,1.98
1460.png,53.567707,1.43
1461.png,89.89746,1.97
1462.png,76.339516,2.46
1463.png,72.410484,2.63
1464.png,73.793945,1.85
1465.png,49.943035,2.28
1466.png,47.923176,1.84
1467.png,41.559246,3.0
1468.png,66.9043,2.87
1469.png,52.156574,1.95
1470.png,59.65495,2.84
1471.png,52.01823,0.37
1472.png,51.354168,4.0
1473.png,89.81445,2.24
1474.png,24.736328,3.74
1475.png,22.467447,2.09
1476.png,57.69043,2.86
1477.png,22.605795,1.48
1478.png,50.52409,2.91
1479.png,48.28288,0.4
1480.png,52.43327,1.07
1481.png,44.04948,4.0
1482.png,50.19206,1.04
1483.png,44.990234,1.92
1484.png,16.795248,0.01
1485.png,53.152668,4.0
1486.png,62.836914,2.65
1487.png,85.470375,2.18
1488.png,60.097656,2.06
1489.png,74.26432,1.88
1490.png,13.308919,3.29
1491.png,72.77018,2.4
1492.png,39.594727,2.24
1493.png,80.79427,3.17
1494.png,70.1416,1.12
1495.png,59.820965,1.51
1496.png,25.123697,1.01
1497.png,68.86881,3.41
1498.png,66.79362,2.83
1499.png,55.476887,1.2
1500.png,49.99837,2.56
1501.png,86.54948,2.6
1502.png,52.32259,2.42
1503.png,57.66276,2.59
1504.png,38.432617,2.47
1505.png,49.02995,0.64
1506.png,36.85547,3.21
1507.png,42.91504,3.09
1508.png,25.483398,3.08
1509.png,79.742836,1.5
1510.png,67.67904,2.07
1511.png,90.83822,2.8
1512.png,49.804688,2.9
1513.png,31.625977,3.4
1514.png,70.16927,1.65
1515.png,48.753254,1.19
1516.png,52.543945,1.81
1517.png,88.76302,1.0
1518.png,76.39486,0.24
1519.png,48.94694,1.96
1520.png,61.647137,0.63
1521.png,71.137695,2.72
1522.png,51.57552,2.77
1523.png,29.99349,1.5
1524.png,69.754234,2.37
1525.png,71.30371,1.1
1526.png,56.694336,1.16
1527.png,54.28711,2.05
1528.png,76.5332,3.74
1529.png,61.979168,0.68
1530.png,57.109375,0.82
1531.png,45.239258,2.79
1532.png,77.889,1.81
1533.png,72.90853,1.69
1534.png,59.488934,3.37
1535.png,43.136395,0.59
1536.png,53.125,4.0
1537.png,73.73861,2.77
1538.png,53.59538,2.42
1539.png,55.117188,2.11
1540.png,53.844402,2.5
1541.png,47.674152,1.13
1542.png,40.67383,1.44
1543.png,62.089844,0.42
1544.png,73.793945,0.97
1545.png,50.607098,3.17
1546.png,34.47591,1.64
1547.png,33.45215,1.9
1548.png,92.33236,1.5
1549.png,75.7308,2.43
1550.png,31.10026,1.13
1551.png,49.860027,2.56
1552.png,64.85677,3.16
1553.png,31.349283,3.43
1554.png,71.16537,0.86
1555.png,56.88802,1.91
1556.png,74.15365,0.52
1557.png,83.61654,3.39
1558.png,46.31836,2.55
1559.png,61.951496,1.2
1560.png,40.729168,2.03
1561.png,57.96712,0.8
1562.png,29.827475,1.35
1563.png,70.086266,0.23
1564.png,28.194986,1.94
1565.png,28.748373,1.06
1566.png,69.03483,2.4
1567.png,31.183268,1.07
1568.png,31.45996,3.27
1569.png,87.98828,2.07
1570.png,76.1735,3.2
1571.png,53.54004,1.97
1572.png,80.73893,3.61
1573.png,37.270508,3.2
1574.png,64.4694,2.81
1575.png,79.106445,1.92
1576.png,41.0612,1.25
1577.png,51.049805,2.95
1578.png,48.448895,2.16
1579.png,72.02311,1.83
1580.png,81.23698,2.21
1581.png,35.472004,2.3
1582.png,63.41797,1.06
1583.png,31.321615,3.16
1584.png,26.922201,1.49
1585.png,20.336914,2.5
1586.png,71.442055,3.0
1587.png,70.66732,0.11
1588.png,54.868164,1.6
1589.png,60.76172,3.62
1590.png,38.76465,1.22
1591.png,55.891926,1.49
1592.png,40.065105,0.97
1593.png,39.760742,1.75
1594.png,31.404623,0.01
1595.png,30.934244,2.77
1596.png,58.465168,0.81
1597.png,41.199543,0.79
1598.png,62.145184,2.34
1599.png,51.27116,1.76
1600.png,76.560875,0.59
1601.png,30.048828,0.75
1602.png,44.907227,3.27
1603.png,34.669598,2.46
1604.png,50.93913,2.78
1605.png,73.98763,3.36
1606.png,78.08268,2.23
1607.png,51.6862,2.33
1608.png,59.710285,2.26
1609.png,37.021484,0.66
1610.png,61.702473,3.75
1611.png,22.993164,1.51
1612.png,41.448566,2.08
1613.png,15.218099,1.52
1614.png,55.698242,2.92
1615.png,54.70215,3.45
1616.png,46.31836,0.99
1617.png,67.67904,3.64
1618.png,64.38639,2.18
1619.png,78.44238,1.51
1620.png,34.25456,2.64
1621.png,76.03516,2.87
1622.png,22.993164,2.1
1623.png,55.532227,2.87
1624.png,61.14909,1.79
1625.png,64.80143,1.95
1626.png,69.58822,1.75
1627.png,33.894855,0.95
1628.png,79.964195,3.16
1629.png,81.458336,2.95
1630.png,46.097004,0.94
1631.png,67.56836,2.57
1632.png,34.503582,1.05
1633.png,22.522787,1.95
1634.png,57.41374,3.42
1635.png,16.68457,1.71
1636.png,27.226562,0.96
1637.png,75.31576,1.76
1638.png,43.24707,3.16
1639.png,60.40202,1.79
1640.png,66.10189,1.95
1641.png,20.143229,0.35
1642.png,55.117188,2.47
1643.png,34.033203,2.7
1644.png,49.085285,1.84
1645.png,86.54948,2.24
1646.png,67.9834,1.89
1647.png,72.88086,2.5
1648.png,70.805664,1.49
1649.png,58.38216,0.86
1650.png,63.639324,2.01
1651.png,46.567383,2.09
1652.png,54.67448,0.51
1653.png,15.688477,1.86
1654.png,90.06348,1.02
1655.png,51.354168,3.68
1656.png,36.136066,1.31
1657.png,61.536457,0.54
1658.png,28.167318,2.5
1659.png,63.777668,2.06
1660.png,30.297852,2.16
1661.png,43.745117,1.54
1662.png,83.9209,1.63
1663.png,62.64323,2.34
1664.png,82.15006,2.2
1665.png,58.38216,1.6
1666.png,66.240234,1.42
1667.png,73.793945,3.92
1668.png,47.176105,2.75
1669.png,64.85677,1.64
1670.png,29.882812,2.75
1671.png,32.179363,2.06
1672.png,48.55957,2.69
1673.png,30.574545,2.06
1674.png,59.405926,2.51
1675.png,82.67578,3.3
1676.png,61.84082,0.63
1677.png,66.59994,1.96
1678.png,48.22754,0.38
1679.png,59.793293,2.7
1680.png,80.93262,1.11
1681.png,30.104166,2.76
1682.png,87.62858,1.13
1683.png,56.52832,1.86
1684.png,33.811848,1.48
1685.png,47.148438,1.13
1686.png,33.341473,2.08
1687.png,72.52116,1.13
1688.png,82.509766,4.0
1689.png,67.20866,1.52
1690.png,32.732746,0.61
1691.png,53.041992,2.18
1692.png,69.975586,2.43
1693.png,84.55729,0.01
1694.png,24.542643,1.4
1695.png,77.69531,1.29
1696.png,87.76693,4.0
1697.png,75.7308,2.21
1698.png,93.35612,1.35
1699.png,81.486,1.33
1700.png,78.85742,2.99
1701.png,88.9567,2.44
1702.png,73.10221,1.29
1703.png,35.00163,1.49
1704.png,55.974934,1.49
1705.png,55.532227,1.44
1706.png,47.840168,1.95
1707.png,75.97982,3.3
1708.png,68.39844,2.08
1709.png,55.476887,2.56
1710.png,59.54427,2.23
1711.png,79.65983,3.49
1712.png,47.06543,4.0
1713.png,18.704428,1.52
1714.png,37.24284,2.54
1715.png,77.47396,2.98
1716.png,36.246746,3.39
1717.png,68.20475,1.56
1718.png,51.824543,3.04
1719.png,63.556316,1.7
1720.png,49.085285,1.87
1721.png,49.583332,3.16
1722.png,72.82552,2.87
1723.png,17.680664,2.25
1724.png,45.654297,1.76
1725.png,68.785805,1.83
1726.png,70.44596,1.96
1727.png,72.96387,1.29
1728.png,63.777668,2.08
1729.png,43.108723,1.77
1730.png,43.19173,2.32
1731.png,18.20638,0.97
1732.png,89.20573,1.24
1733.png,85.99609,2.2
1734.png,39.42871,0.74
1735.png,65.29948,3.66
1736.png,12.091472,0.54
1737.png,78.71908,2.4
1738.png,76.72689,1.47
1739.png,41.586914,2.14
1740.png,46.816406,1.43
1741.png,15.688477,1.28
1742.png,71.41439,2.27
1743.png,65.493164,2.83
1744.png,57.96712,1.52
1745.png,66.572266,1.55
1746.png,47.369793,3.0
1747.png,43.385418,3.37
1748.png,37.104492,1.07
1749.png,85.38737,1.22
1750.png,61.92383,2.4
1751.png,51.935223,2.67
1752.png,80.93262,1.47
1753.png,70.63965,3.05
1754.png,28.776041,2.11
1755.png,73.6556,1.25
1756.png,45.54362,2.56
1757.png,72.05078,2.59
1758.png,73.24056,1.37
1759.png,40.369465,0.01
1760.png,72.77018,2.11
1761.png,84.16992,3.37
1762.png,71.82943,1.06
1763.png,62.062176,1.5
1764.png,55.615234,1.39
1765.png,88.569336,2.53
1766.png,11.178386,2.39
1767.png,31.349283,1.95
1768.png,29.882812,2.81
1769.png,81.319984,1.98
1770.png,64.71842,1.85
1771.png,29.882812,1.92
1772.png,47.176105,1.62
1773.png,82.177734,1.71
1774.png,72.16146,0.87
1775.png,82.64811,3.59
1776.png,44.436848,2.62
1777.png,46.484375,2.62
1778.png,73.21289,2.0
1779.png,46.65039,0.96
1780.png,42.389324,0.44
1781.png,63.41797,1.11
1782.png,29.329428,1.99
1783.png,77.05892,1.44
1784.png,74.45801,1.29
1785.png,20.198568,1.92
1786.png,57.469074,3.0
1787.png,39.15202,0.95
1788.png,49.472656,3.4
1789.png,39.56706,4.0
1790.png,57.496746,1.62
1791.png,29.21875,1.98
1792.png,81.430664,1.33
1793.png,39.78841,2.09
1794.png,59.737957,2.16
1795.png,43.828125,3.07
1796.png,91.47461,1.85
1797.png,59.12923,1.11
1798.png,38.81999,1.07
1799.png,50.496418,1.38
1800.png,54.25944,1.79
1801.png,64.52474,1.92
1802.png,54.97884,2.55
1803.png,67.92806,3.14
1804.png,61.619465,4.0
1805.png,29.882812,0.56
1806.png,72.936195,2.67
1807.png,67.07031,2.61
1808.png,41.00586,2.24
1809.png,10.154622,0.59
1810.png,49.69401,3.33
1811.png,68.3431,3.18
1812.png,77.05892,3.06
1813.png,65.078125,3.2
1814.png,37.740887,1.56
1815.png,76.1735,2.54
1816.png,62.421875,3.14
1817.png,74.04297,1.56
1818.png,63.943684,2.69
1819.png,34.558918,2.62
1820.png,52.488605,0.74
1821.png,65.99121,0.54
1822.png,38.183594,3.03
1823.png,74.12598,3.44
1824.png,39.01367,3.77
1825.png,43.24707,1.88
1826.png,65.714516,1.76
1827.png,46.401367,1.91
1828.png,76.72689,2.63
1829.png,59.046223,2.86
1830.png,90.97656,3.19
1831.png,53.89974,1.16
1832.png,70.66732,1.04
1833.png,50.13672,1.71
1834.png,71.33138,0.32
1835.png,70.694984,2.35
1836.png,39.179688,2.96
1837.png,42.001953,3.16
1838.png,76.47787,2.57
1839.png,70.44596,4.0
1840.png,26.94987,3.49
1841.png,36.8278,1.35
1842.png,56.417645,2.44
1843.png,44.575195,1.94
1844.png,64.49707,2.53
1845.png,9.020183,2.07
1846.png,43.99414,1.82
1847.png,43.081055,2.36
1848.png,27.364908,2.2
1849.png,55.200195,2.88
1850.png,51.21582,1.64
1851.png,48.808594,2.64
1852.png,29.689127,0.78
1853.png,29.689127,2.37
1854.png,17.09961,1.81
1855.png,59.018555,0.74
1856.png,30.242514,3.02
1857.png,68.95182,1.49
1858.png,72.410484,2.64
1859.png,35.69336,2.09
1860.png,53.761395,3.37
1861.png,64.71842,1.56
1862.png,32.539062,3.14
1863.png,30.74056,2.46
1864.png,58.90788,1.68
1865.png,64.4694,2.75
1866.png,53.152668,1.97
1867.png,27.33724,0.84
1868.png,52.239582,0.85
1869.png,17.680664,1.59
1870.png,54.176434,0.58
1871.png,57.579754,1.28
1872.png,75.89681,2.08
1873.png,51.852215,2.05
1874.png,75.64779,1.19
1875.png,20.724283,2.37
1876.png,69.61588,1.21
1877.png,27.30957,1.25
1878.png,28.83138,2.34
1879.png,49.140625,0.88
1880.png,49.887695,1.79
1881.png,26.313477,2.66
1882.png,52.267254,2.35
1883.png,27.171225,1.12
1884.png,60.62337,1.63
1885.png,40.729168,1.11
1886.png,91.197914,1.72
1887.png,71.35905,0.42
1888.png,47.12077,1.82
1889.png,44.04948,1.32
1890.png,27.75228,3.1
1891.png,33.811848,0.85
1892.png,87.600914,3.27
1893.png,44.13249,0.86
1894.png,18.095703,2.65
1895.png,56.002605,0.85
1896.png,52.599285,3.83
1897.png,29.855143,4.0
1898.png,70.833336,3.01
1899.png,36.05306,2.64
1900.png,68.50912,0.55
1901.png,67.76205,3.29
1902.png,74.651695,0.78
1903.png,81.59668,1.93
1904.png,30.519205,2.36
1905.png,52.0459,2.77
1906.png,79.77051,0.37
1907.png,47.06543,3.11
1908.png,38.986004,1.71
1909.png,42.22331,0.54
1910.png,50.219727,3.47
1911.png,62.504883,0.38
1912.png,20.86263,1.9
1913.png,39.124348,2.81
1914.png,93.439125,1.46
1915.png,53.733723,0.63
1916.png,54.453125,1.99
1917.png,65.27181,2.15
1918.png,29.744467,2.85
1919.png,61.232098,3.08
1920.png,51.796875,3.84
1921.png,86.217445,0.01
1922.png,26.14746,0.61
1923.png,42.250977,2.79
1924.png,48.50423,0.01
1925.png,36.08073,2.3
1926.png,40.53548,2.03
1927.png,67.87272,0.9
1928.png,49.36198,1.77
1929.png,36.02539,2.28
1930.png,84.97233,1.98
1931.png,86.24512,0.63
1932.png,74.375,2.72
1933.png,77.944336,1.22
1934.png,86.60482,4.0
1935.png,56.389973,1.71
1936.png,63.888348,0.79
1937.png,40.64616,2.15
1938.png,54.64681,2.55
1939.png,41.088867,1.57
1940.png,62.283527,2.83
1941.png,74.48568,2.0
1942.png,24.127604,1.49
1943.png,50.302734,1.77
1944.png,57.41374,0.83
1945.png,90.367836,2.05
1946.png,51.769207,1.7
1947.png,30.187174,0.83
1948.png,63.528645,1.79
1949.png,82.64811,2.6
1950.png,44.962566,4.0
1951.png,51.54785,2.21
1952.png,87.76693,1.93
1953.png,51.24349,2.35
1954.png,66.6276,1.88
1955.png,62.449543,2.58
1956.png,68.01107,3.4
1957.png,27.503256,1.26
1958.png,66.40625,2.36
1959.png,42.44466,2.09
1960.png,90.17416,2.55
1961.png,60.152996,2.88
1962.png,40.563152,1.77
1963.png,26.064453,1.92
1964.png,51.105145,0.01
1965.png,80.82194,1.79
1966.png,63.445637,2.89
1967.png,36.77246,4.0
1968.png,70.1416,2.16
1969.png,46.927082,2.49
1970.png,50.164387,1.36
1971.png,57.66276,2.83
1972.png,68.12174,2.11
1973.png,62.781574,2.58
1974.png,89.86979,1.13
1975.png,48.58724,2.71
1976.png,56.445312,2.73
1977.png,59.46126,1.63
1978.png,61.84082,2.2
1979.png,78.63607,1.95
1980.png,48.50423,2.54
1981.png,33.70117,3.83
1982.png,50.717773,1.55
1983.png,77.2526,1.32
1984.png,20.032553,1.5
1985.png,46.67806,2.62
1986.png,78.88509,1.12
1987.png,58.686523,2.21
1988.png,83.61654,2.54
1989.png,40.17578,2.03
1990.png,42.55534,2.39
1991.png,69.72656,1.54
1992.png,42.83203,1.61
1993.png,55.808918,2.28
1994.png,15.494792,2.33
1995.png,15.052083,1.77
1996.png,79.57682,0.75
